neighbours,F1,Precision,Recall
1.7414199820194494,0.03992101887020988,0.027242841993637416,0.12426320240975137
18.40771181423716,0.04696211760549895,0.03219512195121961,0.13953893373895418
20.665198682635523,0.04632718042484686,0.03185577942735959,0.13597226529053522
31.01642933717078,0.04609919960201245,0.03151643690349957,0.13462380877623034
46.381634414458404,0.04347042682940681,0.029787910922587597,0.1305005461248845
28.479365773981936,0.04458684523406682,0.030424178154825107,0.13413247090281744
44.63411841088904,0.04360556175030096,0.029787910922587566,0.1303352013987258
32.08002754021973,0.04651819120751555,0.031908801696712695,0.13544655062036248
39.172314926460906,0.045125210315880376,0.030763520678685107,0.13482711993032828
12.989574470699232,0.04648638136192931,0.03187698833510087,0.1375835274632664
20.358882221421833,0.04668916329910509,0.03194061505832455,0.13758678871961802
39.29422282593224,0.04498003934203392,0.030742311770943886,0.13447771320327404
45.365945038347526,0.04358420058835565,0.029734888653234405,0.13099829764860074
13.314918705046114,0.04700528448750558,0.03236479321314964,0.13579029095329698
40.547693895606514,0.044765957982202835,0.030509013785790084,0.1343380939340312
39.07869908536104,0.04333001640403546,0.02966065747614009,0.1306300550318365
17.974366863570566,0.045272971628154454,0.03102863202545078,0.13581190002862437
30.319123586156376,0.04652489789044145,0.031802757158006435,0.13796285484541082
45.85410444685863,0.04328272798317849,0.029586426299045666,0.12828352436595272
1.7463760710159213,0.040209437482367764,0.027274655355249262,0.12628722638404358
8.277777318595295,0.0477761067663969,0.03279957582184525,0.1387100509814988
7.437127722852017,0.045822413339701044,0.03146341463414644,0.13376799245436702
8.472067880888472,0.046712866873375516,0.032110286320254616,0.13685269598255062
7.383944436942514,0.04618577699097666,0.03177094379639456,0.13462018854845825
12.575946284359883,0.04647726490917164,0.031887592788971464,0.13702922201634946
13.140457062281888,0.04596180181711154,0.03165429480381767,0.13507926502975987
4.022420933476926,0.04514096443100407,0.03103923647932144,0.13271739665535284
24.591765290650457,0.04751720872047811,0.03248144220572648,0.14366314405119873
25.455801836703007,0.0446735454153255,0.030731707317073267,0.12984529782511542
