features,reg,weight,nDCG
78.01854899714316,0.08774233578023034,22.650159272615777,0.2961240342689049
2.1141139145143395,0.2230049170065692,51.88973558768977,0.19329044622945302
17.90094018272824,0.16400323140259737,11.710731011586983,0.3382456762455465
93.04865026740286,0.3381416737077969,36.58194447314832,0.2701632817158909
79.95782609888435,0.26061836828600593,23.56821797598574,0.293763112894899
96.09402939224977,0.040439673597644644,85.19760258234793,0.23081383930119817
68.78154319286428,0.3276423577936688,24.620786157378806,0.28748727119680545
77.54374785376163,0.04261743315297192,95.77543964281276,0.21486724613187905
49.82652924048225,0.19368918711780472,65.4336651476195,0.21583037680218334
25.55925410796567,0.2709333369143615,48.3917079445517,0.2352797103118711
68.94950348395737,0.2077201505359261,81.17638340297547,0.2166291043830872
8.181856018341188,0.14960783657143992,72.62480453115539,0.19726373118415286
69.67830916248487,0.3584070263804792,93.09217117380429,0.20855887608733345
49.155155599216734,0.3839616674413292,49.42496767325343,0.23618971705421604
93.99137314765744,0.13771095924269894,42.87602711628426,0.260390996014326
35.21006280447024,0.025500983355384595,45.094134975513846,0.24200230346329765
77.1756566816792,0.12944596207132808,30.840609025553345,0.27707610874460087
56.07724088774847,0.04157964609978465,10.362328909855034,0.3507274486825878
98.53174029696117,0.07979368309362032,35.86305525922297,0.2725298643386989
43.84876666854958,0.03421557813863642,43.5126505399425,0.24437558141028023
19.26498440993459,0.09638163940208148,1.2550757204965866,0.4059922575150112
60.74425763390746,0.08224513215014673,2.5533497381584263,0.4205074749918131
34.99029470991099,0.09625287215599834,2.2723453340102995,0.4166787708712272
36.17734541744584,0.10056466377343402,0.10461033970458278,0.4342827402710991
59.67701342545874,0.0681593718971977,12.807703904293518,0.33541922627652787
38.45499827869134,0.11618926250070735,1.4380632597043954,0.43132067409243074
36.85830284877349,0.17256893005206841,16.194633362179047,0.3220711215277726
27.138180728337932,0.11717355280082425,58.44959779613009,0.21839948182412303
40.56624687137963,0.12099878613446233,5.225872597877263,0.39158583874922737
26.121569601470693,0.23253668512965586,18.66134402819477,0.31578226329467834
9.720974549436779,0.014631115567957001,8.71776971091019,0.3289519759015321
16.120081564210512,0.16903810434617195,27.310755071572256,0.282642620822529
2.2689503929157695,0.06113922312614495,19.791669534495014,0.20287296869150775
44.99271706840239,0.2496121397813137,32.5873737089498,0.26715126081032875
31.92665528876544,0.2813695225390651,57.32223754928211,0.22001119937714933
55.46286007127651,0.18852511916321096,7.235344181083846,0.37155584521976925
18.21197143001136,0.29117446906061784,15.151512386249355,0.32446320522312616
29.518844331753236,0.10813893302544862,0.7642167193308741,0.42865022803399483
23.265354151809007,0.15207585191239686,23.740343239844442,0.29368217425078497
