F1,Precision,Recall
0.11343438675805512,0.0882450331125807,0.2956097142545925
0.11292653569076107,0.08784271523178623,0.2964381625480165
0.11280481643976163,0.08778807947019662,0.2956862089909466
0.11277229507863616,0.08772682119205119,0.2950826712810716
0.11299215143630156,0.08779966887417018,0.2974084996632781
0.11400469511515858,0.0886705298013227,0.29912477390191106
0.11344198032656773,0.08825496688741533,0.2965993416553963
0.11320662962682737,0.0881374172185413,0.29524836107067703
0.1136933176631551,0.0885033112582763,0.29728572281831445
0.11283710566703924,0.08785761589403793,0.2957776278901065
0.11314704591409067,0.08815894039734908,0.295804356082536
0.11302851882180717,0.08789735099337555,0.2964539913175028
0.1131857296622657,0.08793543046357441,0.29776987411905387
0.11299259839504083,0.08794039735099124,0.296162538899565
0.11266010313328349,0.08759105960264742,0.2968560814133844
0.11350558937712316,0.08828476821191882,0.29739639837313225
0.11327470283640742,0.08810264900662063,0.29619662402038643
0.113763969656249,0.08841556291390557,0.29833154675396995
0.11326958928472525,0.0879735099337727,0.2979651133104341
0.11303573325848344,0.08795529801324307,0.29654731250850314
0.1127183946984772,0.08772019867549469,0.29425963176499254
0.11305980138787093,0.08793708609271345,0.2952032092309657
0.11357072124845982,0.08835264900662063,0.2960527550164258
0.11364979287674097,0.08852649006622319,0.29490208718154604
0.11331934317721969,0.08808112582781276,0.29726112374478003
0.1131656298819593,0.08810264900662071,0.2943112298677468
0.11335553001212856,0.08809933774834253,0.29872599854443105
0.11344729221756976,0.08822019867549472,0.2977407265713454
0.11279034817946114,0.08780794701986554,0.29401593597104814
0.11289059989000551,0.08770033112582584,0.29523799114438354
0.11331457072512646,0.08812086092715059,0.29562691238079397
0.11388255657097578,0.08860596026489871,0.2983885458901056
0.11344231477401269,0.08826324503311052,0.29736959229946536
0.11343836796523894,0.08816887417218344,0.29773437796087754
0.11323861260903184,0.08817715231787897,0.2945398503298569
0.11342077277470894,0.08823675496688524,0.29681628343489785
0.11300932010589333,0.08789900662251487,0.2961282779188161
0.11298928361088545,0.08778642384105785,0.2965169462321087
0.11302329226642807,0.08802814569536244,0.2958874246000247
0.11295994354476695,0.08796357615893848,0.2952831220221615
0.11357395493874382,0.08827814569536234,0.299913798259844
0.11314328226693773,0.08805794701986569,0.29461831262260785
0.11312792939360634,0.08794867549668675,0.29677433513711005
0.11309633728213173,0.08798509933774655,0.29629328047996356
0.11348757591429551,0.08833278145695207,0.29734166270549955
0.11262114725329038,0.08760927152317677,0.29335070461838414
0.1132396031093229,0.08803642384105784,0.297253766287204
0.1126807809824287,0.08755298013244887,0.2954098702492027
0.11348419435917294,0.08820364238410455,0.29784539555814027
0.11365167319044497,0.08829635761589204,0.2975139974013434
0.11310161950839039,0.08808112582781265,0.29511642429051155
0.11333325288873235,0.08809105960264686,0.29627942942911056
0.11316212423649967,0.08800993377483275,0.29598283828049976
0.11288509355365942,0.08785430463575966,0.2951891825481301
0.11321490163637196,0.08808940397350773,0.2972875345744107
0.11351047456506734,0.08830132450330948,0.29715190930152635
0.11293304998614305,0.08789900662251486,0.2954257905769476
0.11298477564104045,0.08788741721854158,0.29470840968715695
0.11281281156098583,0.08779139072847501,0.29405955764236225
0.11316959035384777,0.08805629139072708,0.29578662319766336
0.1132442880281324,0.08819205298013062,0.296603742832621
0.11354611307860664,0.08830629139072681,0.2976146864626141
0.11377824397174824,0.08842715231787908,0.299806438208342
0.1125190643003047,0.08755794701986573,0.2954970062294584
0.11234683076534653,0.08751821192052812,0.29141395428742817
0.11293595321980536,0.08787582781456749,0.29581207121964975
0.11273782461606036,0.0877268211920512,0.294896294979615
0.11326296521680765,0.08811589403973319,0.29699832381080055
0.1129215620580827,0.08778476821191873,0.29684070687573844
0.11326385935980128,0.08813079470198475,0.2974741470400475
0.1130868330207198,0.08788907284768037,0.29677955505760345
0.11371985957953791,0.08839569536423668,0.2985763212003933
0.11325194437056116,0.0880778145695345,0.2963059632033611
0.11312513130587636,0.08802317880794508,0.29493756138200666
0.11269234759362148,0.08766721854304428,0.2949505104554096
0.11320574137694271,0.08800165562913724,0.29694069852181143
0.11285996127964498,0.08782284768211739,0.29390761875443927
0.1132171601857307,0.08801821192052771,0.29538690412145097
0.11309337955074031,0.0880314569536403,0.29587665988400885
0.1136056811014936,0.08832450331125602,0.29726313331891735
0.11340699945829312,0.08826986754966687,0.2956379772157663
0.11325903765330991,0.08804801324503118,0.2960077006335129
0.11282281523717583,0.08777152317880589,0.29459324136893594
0.1135787751042816,0.0882251655629123,0.29738421691297434
0.11338791265570444,0.08817715231787891,0.29608478307051406
0.11338352919503784,0.08822847682119023,0.2969442680967853
0.11358147305529473,0.08825827814569326,0.2973945883760049
0.11334385487172044,0.0880761589403957,0.2961477692335517
0.11358343523299233,0.08832781456953434,0.2973996375547405
0.11312915559293676,0.08807781456953487,0.29584805466116054
0.11349955535342011,0.08821357615893849,0.29759483816922383
0.11317806859603324,0.08803807947019689,0.2960815078475185
0.11306711369082849,0.08795529801324306,0.29563912122050073
0.11380549718415889,0.08852317880794525,0.2983864079234695
0.11292302199988317,0.0877400662251634,0.29570105327710344
0.11320603807093753,0.08790231788079296,0.2979541916367225
0.11290376029603258,0.08776986754966712,0.2963948274076955
0.11366861595668995,0.08834602649006403,0.30070383136091644
0.11357445640508212,0.08825993377483252,0.297691652567987
