features,F1,Precision,Recall
23.795394081546732,0.18655307067099267,0.12346765641569463,0.665812575743898
34.664361244663375,0.18869097913934751,0.1248250265111347,0.6730778653913041
57.863227578801826,0.18572563984392265,0.12303287380699905,0.6559096840240375
39.97635981236918,0.18744292557569678,0.12395546129374344,0.6672135749367476
73.0461724614027,0.18332782038500475,0.12118769883351008,0.6556032228735543
13.253686714705562,0.1895987164174933,0.1253764581124071,0.6777484019202034
15.174059528856802,0.1892608461830205,0.1253128313891835,0.6741312675893232
96.16460647085533,0.18134983334948632,0.11972428419936364,0.6481138382500004
82.61494170268418,0.1828444263568429,0.1208907741251326,0.6544527197145333
69.79836994804172,0.1840911558476441,0.12174973488865339,0.6554792294951949
63.29793324646451,0.18377542930912724,0.12145281018027591,0.6549863386887684
32.32422770712613,0.18895525256166737,0.1250265111346764,0.6767080248338246
20.00490772341037,0.1893640062816577,0.12532343584305414,0.6771017311679354
73.0400063705621,0.18449328280267663,0.12197242841993623,0.6619468983734067
39.950263440013075,0.18591981236823418,0.12304347826086977,0.6622314436945383
40.431677032471214,0.18651098519414144,0.12341463414634149,0.6656138918171489
79.06287405016833,0.1809641280678525,0.11973488865323466,0.6447973843125516
10.988904368365324,0.18720586439789216,0.12401908801696723,0.6662589947946812
75.02223672158445,0.18368122958084185,0.12150583244962887,0.6543699392385202
83.48066479569441,0.18148732015161315,0.12002120890774125,0.6463504059484925
83.2745175462161,0.18294914989928385,0.12095440084835662,0.6524449454667275
29.553828331071635,0.1894181744719039,0.12535524920466595,0.6762382172264756
94.80924818704356,0.1822844893941326,0.1204878048780488,0.6523310138445628
48.70272715488945,0.1859410107406257,0.122948038176034,0.6662716740880045
99.43336230679037,0.1831104652689162,0.12116648992576881,0.6532736220554224
34.973487580621594,0.18756295004173373,0.12416755037115602,0.6700010493481074
86.90976743162734,0.182085030372779,0.12016967126193005,0.6537936905115652
8.498216553880031,0.18415507853714985,0.12169671261930035,0.6617709981469628
24.690007887063306,0.18802744479224862,0.12442205726405103,0.6702801947058192
6.882160985542871,0.18127026168612456,0.12009544008483555,0.6439864834174396
16.932595520592145,0.189196134106537,0.1253022269353128,0.673551069376047
70.33514721001539,0.18622497045512945,0.12309650053022263,0.6686217189764582
59.30703177845794,0.18625002957215656,0.12309650053022274,0.666827451040768
60.864706846770275,0.18297098531451395,0.12117709437963951,0.655391517533291
16.217417359252295,0.1886075283677603,0.12483563096500526,0.6714517826441081
77.61690364032296,0.18279998751748314,0.12091198303287397,0.6524093338683109
19.933295376526434,0.19030206533877866,0.12601272534464486,0.6756634005992916
39.282209584711566,0.18720346721215425,0.12387062566277837,0.6663218108879152
55.423805325825036,0.18537655669899633,0.12271474019088005,0.660947177342212
90.79329352786344,0.18243571746610202,0.12058324496288468,0.6513942456036391
57.120393399057576,0.18402485096350762,0.12171792152704143,0.6577666008896869
44.44563953281151,0.18774578924480273,0.12407211028632029,0.6712505456637784
71.05333143779586,0.18467948522365032,0.12225874867444328,0.6571160010990416
39.933284263778084,0.1874383705411888,0.12416755037115586,0.665520000518531
20.60694728092773,0.18934892537606346,0.1254082714740192,0.6736507776815034
26.895555274262165,0.18824485792636056,0.12451749734888667,0.6714653653659247
18.363670424491325,0.1890704094926951,0.12507953340402986,0.675828320859152
58.664184035179545,0.1854294814357687,0.12269353128313884,0.6614853657747028
75.28931259829635,0.18351050203309932,0.12123011664899254,0.6576052371078795
