neighbours,center,MRR
15.419260053750078,False,0.12003451303838955
11.242055065827829,True,0.10623051259664701
29.259429954165117,True,0.09664575898435132
52.28116879756481,True,0.08607795115359618
35.25510486107176,False,0.09545172460629107
98.77860736703374,True,0.08016949213146415
69.34249164434384,False,0.09073635637072805
74.4696152365398,True,0.08503706721311483
91.61174589086878,False,0.07249562230168269
14.417261637040795,False,0.11865745234066594
84.68912687432496,False,0.07822559022260407
36.55908699087451,False,0.10199010397521402
2.2170389836734623,True,0.08928864647149988
90.14258014017776,False,0.07031586816328285
35.78745427719342,True,0.09696504231813785
77.29959602462318,False,0.08231479103024955
92.4854481000707,False,0.07758223104811705
36.75397562078018,True,0.0953446850903325
37.8824000116994,True,0.09557978505839831
45.487891904585915,True,0.091623369828726
17.28799950807285,False,0.10498561969141877
3.5418869114061593,False,0.11244600436798005
19.683491281394744,False,0.10555076778378158
23.69944813496617,False,0.10843627117574374
9.642665992016669,False,0.11248621618622882
55.973243695226955,False,0.08350788575698284
59.19458696199234,False,0.08595343390982141
9.406123627290995,False,0.1188601366670379
9.224318691176908,False,0.11212233323386575
25.702116676806625,False,0.10066474531700413
1.855773785882434,False,0.08320900873335349
47.57000239668908,False,0.09364905361640168
29.395174329266677,False,0.0981709107194273
7.7824799000804115,False,0.12013694862842922
29.751064061918367,False,0.10071774035798514
21.54632624448368,False,0.11087883894786187
63.767014608806335,True,0.08103666512216721
13.33504386936037,False,0.1156194793145262
4.756111518473384,False,0.11464834551434178
42.92422490328723,True,0.09440282163707113
16.000414511687183,False,0.1214021125529044
27.32629349231671,False,0.10030924787936485
16.65236243618202,False,0.1206332742762154
51.745004763053664,False,0.08846610116377218
41.40041715276038,True,0.09242502773791549
32.21724328815991,False,0.09660934033314969
18.059483222518455,False,0.10535726158689539
14.189440570943319,True,0.10994823477444791
64.9234137089099,False,0.07983037617264821
22.50746442208741,False,0.10599224252108651
40.2226020661175,True,0.09320828229826172
78.25217807081793,False,0.0820462192899094
32.95441724185124,False,0.09716931534823106
71.5528664877224,True,0.07543680118293644
99.09782762938715,False,0.07608925838571202
48.06796177346854,False,0.09122135262369123
16.51875028517856,False,0.1134741976270523
5.480759298181468,True,0.11601780307253465
82.77595899864416,False,0.07772097568677994
54.7082796774855,False,0.08047649652618641
25.15335718507736,False,0.09698406708967516
13.177846485235946,False,0.11402560485987703
33.42731101975845,True,0.09608256222410744
21.387924480336338,False,0.1038381760637573
7.089107306697198,False,0.12199142327124096
7.726917892937264,False,0.11178285156450891
11.484437570716576,False,0.11917862344711788
1.153911932509165,False,0.08491608963377473
18.801571091694115,False,0.11185727959567701
38.11205722121494,False,0.09159699257094063
4.932857415498628,False,0.11247593207570643
30.097146162360765,False,0.09522345626160256
27.404603524904147,False,0.10181884162684207
1.2491756366098574,False,0.08904957193333682
16.131555602120653,False,0.11897715702934522
11.121970185769605,False,0.11945374715270046
7.408228909634667,False,0.11524111851058755
20.02581505321544,False,0.10040223213973179
60.96360137231052,True,0.08635651162623761
24.443921391811685,False,0.09669923608304698
3.3552523757745396,False,0.10993655200125338
43.064836058883564,False,0.1006571339815763
34.5481213815407,False,0.09311135685842524
27.183133617017024,True,0.09516545705364908
15.071823550630665,False,0.11707516493884344
11.005654070958013,False,0.1141451210442211
48.66108999711847,False,0.09414681416654257
31.29714366408721,True,0.09594760986841401
94.00659907699024,False,0.07232988685126923
38.03707093773175,False,0.09848789085180713
45.78100669687626,False,0.08479599544532639
22.310870705936253,True,0.10214609191608687
6.438401608662899,False,0.10801687198653098
13.237833825304406,False,0.1201789343853007
3.269901813619714,False,0.10351236308147975
17.638854886203266,False,0.10584883980030074
67.42280959722666,True,0.08210856625152958
9.182719651054747,False,0.11058666903005837
35.631709570577215,False,0.09420385080498218
57.32938005182832,False,0.08301572142640909
