features,F1,Precision,Recall
12.43633086294489,0.16815499195566208,0.1282582781456926,0.4465565956178724
60.961464006994504,0.19371440470813084,0.14588907284767974,0.5299654502987055
92.2108692342796,0.1950778258782543,0.1467483443708582,0.5362719533060206
29.43601796628395,0.1860608390286294,0.14081456953642163,0.5019053724003469
59.41431675107715,0.1936801649805945,0.14600331125827562,0.5286349084000593
46.96913504077334,0.19091680600399052,0.1443079470198652,0.5186025017215138
44.01377727890499,0.19025222068004818,0.14374834437085818,0.5158483621889246
23.45502753155876,0.1827203265543518,0.13851986754966683,0.49347188167786477
77.07670941476934,0.19505180489303378,0.14681291390728188,0.5334491935899525
30.868870313166344,0.18613467306660642,0.14094039735099106,0.5032906149540012
56.518700923702156,0.19215182998238015,0.1448990066225139,0.5245691703280579
81.36118520579292,0.1958214991151334,0.14722682119205058,0.5371640352672722
82.00731411970068,0.19489088957383255,0.14673675496688493,0.5329967805063097
51.673373104295365,0.19339270333499214,0.145768211920527,0.5281364923779537
55.70567406888753,0.19342326083356945,0.1457764900662222,0.5280944766055822
32.3751724303125,0.18630752905953035,0.14108112582781193,0.5048024723011051
51.95410437807128,0.19227486879535666,0.14504966887416998,0.5253070880829375
87.4132130890722,0.19469068891012484,0.14665562913907004,0.5328206269727066
67.66467527629617,0.19466947511888785,0.1465165562913879,0.5318576434974159
22.20894801722077,0.18074439040917378,0.1372566225165538,0.4856722274801938
35.575961371681906,0.18800510525076075,0.14217218543046112,0.5098908161812268
64.0075790217871,0.19404811207167355,0.14630794701986496,0.5292917290229128
89.04147375933638,0.19591395383371416,0.14736589403973285,0.5365144634674125
6.44667784783252,0.15080091291927733,0.11600165562913681,0.39726243999581845
56.36239864164105,0.1921299045454586,0.14492384105960027,0.5246508499992127
15.011630843440269,0.1728925431841056,0.13175496688741467,0.4594832498308789
11.3334069696342,0.16541112789905957,0.12630132450330822,0.440142821640807
98.69694425254082,0.1967167941096481,0.1479337748344346,0.5387953942310272
94.9899721449657,0.19476407460098727,0.1465413907284748,0.5335345987001844
98.54283680321802,0.1962123287093991,0.14778311258277868,0.5364859042731448
99.6357976206433,0.19633009632643786,0.14758112582781194,0.5398763375365462
98.01534062201232,0.19619956830306956,0.1475149006622494,0.5381446056573164
75.40818231728151,0.19456472819799156,0.14658774834436833,0.5314332958238073
99.98668996766342,0.1963116421874969,0.14773013245032857,0.5373799499766162
42.445833842021116,0.1894466419834623,0.14314569536423594,0.5143588587952973
68.56179639943609,0.19579527323823204,0.1472947019867521,0.5369695945132427
90.3379707327344,0.1961107084005296,0.14753476821191835,0.5370057470736985
73.48513005731954,0.19464995854318515,0.14651324503310986,0.5329234171793316
82.67381580638437,0.19607786289820006,0.1475695364238382,0.5367508193243188
93.32163828866177,0.19576758413746592,0.1471672185430437,0.536528417051594
83.3337969401316,0.19503176534516922,0.14675827814569326,0.5341878360841802
40.24154255860055,0.1902593718253815,0.14362748344370574,0.5164585113098266
65.37479945395933,0.19487157451270054,0.14677649006622243,0.5331419880380815
74.20223397804803,0.1948423101276518,0.14680132450330882,0.5309711644491925
50.76344673213608,0.1918288270631377,0.14470364238410294,0.5235272942499897
43.045619363175135,0.19093187755190497,0.14439403973509676,0.5171759419926713
29.64350761208667,0.18533754534390046,0.1403360927152289,0.5014737319441868
77.29526828703706,0.19406927567745133,0.14625827814569264,0.5303332410636098
66.20533312005169,0.19537140240345238,0.14706953642383844,0.5349374042445353
59.72587413937597,0.19322441313528887,0.14580132450330857,0.5273272338475867
8.154780756952345,0.15679853363355,0.12040397350993091,0.41188778997769016
71.65680163235449,0.19388972787664657,0.14616225165562652,0.5283412191811596
27.201874222947968,0.18435266658236502,0.13965894039734825,0.4975850131153666
91.66446286184055,0.1963950697118542,0.14767218543046118,0.539212510896262
60.97264502811718,0.19350784647474167,0.14585264900662037,0.5280935114216607
18.06180069773852,0.17794009540216812,0.1352301324503283,0.4772480039763902
10.735926922657994,0.16298003414325704,0.12495364238410327,0.4296819417312323
60.670780046242555,0.19334630185768684,0.14572350993377226,0.5273375508815963
