features,reg,MRR
42.91131041193842,0.2277745822036163,0.20021561288594314
72.14031894981319,0.3472479707651157,0.2043377323726451
47.81954333597293,0.24850165085796644,0.20329358109449447
85.14868042112461,0.014414233861067629,0.21664789300631798
21.949450326709066,0.16380264465889746,0.1822309462102122
56.25165656553766,0.3241408307570731,0.21034392115968104
70.97059284646171,0.06553814376800429,0.20735997298372943
24.433146491055922,0.08190351988298608,0.18283686346213193
82.56143669586412,0.3119957761745577,0.20406720359175462
72.76339021676067,0.07602812211152175,0.20698668859878436
94.3429777480343,0.31673947465503266,0.21955537257639568
45.83919132669863,0.04248904231883234,0.18925642688441469
68.41770316031472,0.16753882415855048,0.1963675974425623
26.166984005663107,0.36743350605445796,0.19928013123975633
10.578712052768108,0.18719683749292937,0.1668060114159382
99.23353984541254,0.30904187761070456,0.207721432084729
98.22965276492191,0.08203192113540338,0.21549018530856048
51.44063994997577,0.05868866204138587,0.19367923497723702
66.04757168109977,0.32992365796693585,0.19592051777857514
63.395731057756045,0.300226489870256,0.20313603698612798
88.00718024222284,0.13403356836349115,0.21940454080187952
89.31724848937814,0.13564462381698625,0.20506455418542402
92.23951182333727,0.26477513924531276,0.20873661796509654
77.99785703238703,0.38695363556180695,0.20698911446884893
96.03908918154475,0.12302715015827946,0.19549913291831925
35.510714783436825,0.21287648725769928,0.182533710903986
80.09978289850645,0.27796794113429524,0.20804846719176476
88.78745802038958,0.11701135868724193,0.19888437457047609
59.66809797176512,0.23368428872842018,0.21211464158167945
6.109928596011223,0.19731246265996044,0.14457202021388285
36.53062251087224,0.15272344804242657,0.20073305594797802
99.5299077123787,0.39077281588609414,0.2163151597416723
78.92500860592135,0.3593078440937577,0.2156386513543831
75.26037143465285,0.234304496419636,0.22108271823336847
74.3580306886833,0.27235878276865205,0.20176250727670025
60.43549763148129,0.24307721978493801,0.22090204925965945
54.86985155530731,0.23932377972166938,0.20417885452585555
42.04178756231505,0.25480786261162025,0.20935460108981024
61.27110609744065,0.21442968194061202,0.20321536295930462
55.98697095477286,0.1788636667380284,0.2194910086275172
40.27978180432433,0.343101370912972,0.18917945119584414
48.34666201093344,0.29515310187702537,0.19847395923694977
29.554435752066844,0.10382381875416433,0.1829895891098222
15.788820930532339,0.22195053935607822,0.17324735273650513
74.42982056873973,0.24995165424585636,0.21301536003446064
66.67189979470659,0.19905231503837253,0.2042602838765266
51.69155737360185,0.2824160194772203,0.20801141232928363
83.82559498705714,0.15349543999869844,0.20572545317372976
69.62797173619012,0.02831213922945161,0.2036843953104803
46.41963326917565,0.3270572865934019,0.21780768008532006
18.66207051003391,0.16729732668159902,0.17155700874783217
59.21629990633363,0.18549752439028128,0.20275913387772918
64.54921652929056,0.37521041292747753,0.21333700824145496
71.37297416341612,0.22960453755692217,0.19583070418822965
32.45302656236989,0.29495736848816406,0.1910688859533117
85.06695324610078,0.26206849100306007,0.18789828984578402
76.18183777462839,0.3373722160414211,0.2091803340561562
81.0958147379439,0.3089970580995973,0.20881821804248005
91.03518880506165,0.3540704532787843,0.20982508993295587
52.37873534980475,0.0968127260704052,0.2141130722808107
94.71977090398245,0.24212392649228923,0.19708412430881023
44.7180801353241,0.1495720206642839,0.20697455312856877
67.78770819322081,0.05164342611875908,0.21420431407487767
62.234971823723455,0.20685647563196022,0.20366828919411983
28.134606096735208,0.28533296555591586,0.19566345953888717
85.0617070705995,0.3755918590961068,0.20218722854228538
94.23151693816888,0.39840149979223316,0.22161820009396374
97.59780367236965,0.31312816332039684,0.22062266943682535
87.36827042643404,0.17546606398790277,0.198428689452987
57.5168279612191,0.39882698946866557,0.20580408468106307
91.56298651684233,0.26822929811710855,0.1967695778980952
74.05619447673206,0.22549924916286143,0.22361282283561115
78.12595313490434,0.1338989883520716,0.2181301172382234
82.64945587545759,0.2222130736791318,0.19595043052663977
71.9742646906872,0.19310307399001486,0.19937074231370797
94.32974330353208,0.019491024965531456,0.21499567136189704
76.41239863710602,0.25478030818408987,0.20627411219306155
99.81456250554312,0.08182134603860741,0.2080471282630475
87.39613039859199,0.07107591490782067,0.22139965733887415
87.0318499283847,0.0657052231779911,0.20579312773465133
80.56225762894678,0.03701867144490639,0.201555251883604
89.92213901576189,0.09699938215200724,0.1965151165649413
93.11804010749921,0.07359270353352076,0.20973264030605462
64.57668786082812,0.046582840127122827,0.21390785493742193
96.70246192866838,0.011683552372474391,0.21312752993929937
99.68634746477548,0.14352740628191493,0.19143264314087605
69.83506091107053,0.12215285764478394,0.20813827672960028
1.2167050217355495,0.16151113910315273,0.12460246533766776
82.44292305270727,0.10852933388433104,0.204264460262436
73.55211345678677,0.0341273079814563,0.1998678598798683
53.92364406635555,0.3953250739155288,0.19672749075141696
86.24370141497378,0.32081304974899216,0.19518110634198782
48.452351872476775,0.362225491183612,0.19402561042692143
78.50160241646446,0.3349665523556796,0.2029307288721004
89.03534473929145,0.38109829024286346,0.2133344797298406
95.86794959560461,0.021790395560980183,0.21342248441853753
39.278368597142546,0.06260751804780074,0.19551668261360644
68.46925601985443,0.348959849134677,0.21626004154943684
92.76252641836709,0.30577602962357,0.19528011036461318
57.73071367881245,0.2102275410294581,0.20647676331139325
