features,reg,nDCG
78.81812097442621,0.31424910816675133,0.13758494559233644
40.89102481887702,0.24666000234606078,0.1318882967413018
10.009956444703873,0.36819621285194165,0.11897103478063932
70.34392532994366,0.028243012021208498,0.13826883743377974
89.96510029070477,0.0647616327783368,0.1377512328003503
20.612270793903384,0.057134367678358604,0.12333810154176883
49.758550783280484,0.14070666351156874,0.13557150990797745
95.12374588857946,0.3125644231552638,0.1358090944096638
57.464648774057196,0.12567697321136503,0.13882032059748092
46.7590677123372,0.22752407848347314,0.13636299506652463
69.7604775632781,0.2694134962183842,0.13524572603455878
76.53838512353818,0.07568344509919364,0.13363693587151707
18.827273020995793,0.30813265890639857,0.12336023823251754
24.684929575315167,0.15697301477730632,0.12559999956992277
16.527073195614747,0.09019988417220491,0.12083108451631165
79.49935754160921,0.386402749400578,0.1393187808842522
28.237607206104162,0.20045490780284517,0.12742345244485082
64.32894622572601,0.016142962711412412,0.14053730097308256
43.896380226601636,0.08289330435196063,0.13686114325183357
44.50624060928276,0.11223184009123818,0.13782717502406466
59.14248523136497,0.3909362157447031,0.136122657051826
85.25615362950457,0.013129832477984707,0.1361901339052047
99.80923281733865,0.18153002811075555,0.13769980699793552
62.83458216739984,0.35657556172028176,0.14038108704273589
60.85163778772946,0.34471495270258173,0.14032322645162565
64.50737613820546,0.17499265603768493,0.14094377390102394
34.786581975613124,0.04080169278317963,0.1308554601367257
69.9462620682443,0.1801878636364656,0.13815236537423226
54.18688976002535,0.2772213270512332,0.1380535147911671
79.32750066779667,0.10801758922331108,0.13894124578010286
32.994028859060975,0.22888689674473414,0.13053854372987891
66.9575297378657,0.013889301627116211,0.13751442364847663
3.098055250971825,0.2732843328578126,0.10721135256064816
38.73428651948976,0.16311662650836034,0.13162463016725096
85.36831800460196,0.04008703068573971,0.1368096236300673
52.49280901792291,0.2095576415704701,0.1331366406211606
74.73556525462878,0.14075491283845706,0.14323509943426163
93.46603624545655,0.14332423497851995,0.13993384294358294
74.08692757020825,0.1899467698276684,0.14209973295534992
98.75816612170308,0.24833841863537068,0.1322278443488926
74.99207921493321,0.20358667512993397,0.13617986948537464
87.96066084872699,0.12692918689596944,0.13665043500076138
72.79411703939006,0.24836633682777437,0.14175969459011106
82.16117143210099,0.10070152173411573,0.1365384142370969
95.415118500124,0.06483912390055463,0.13939982241841004
49.35700598933282,0.13208272420525805,0.13639123052664268
55.27982766482652,0.2897743121224945,0.1393244661495451
91.51925538648383,0.2244050695719053,0.1385821520354798
82.34461893332947,0.1492518050286233,0.13845011827810455
71.8011396669883,0.33102955084165675,0.13800126369125598
67.04174277119876,0.19320539688528135,0.13448995845795741
76.62390414797596,0.25876562170039863,0.13432816833073555
87.45923818307705,0.16189009297081633,0.13870334887879715
57.37826036018133,0.2172824035028526,0.13783340391144142
47.70703434210952,0.2965367688608963,0.1363725042901746
97.30329205046434,0.08930007679844171,0.13925995762432428
39.98849754327349,0.23644308415598408,0.1346290714439163
14.00395194125911,0.05599488748671376,0.11872123755424757
67.32203458555348,0.11857000903384299,0.13683198018122672
61.40832937795574,0.3251797493591947,0.14010036892963418
1.116999134873879,0.07179323925056386,0.11037446603286712
26.72505455064932,0.19259994157475965,0.12814224420778952
44.741939230367734,0.02875016982444281,0.13013549504410596
74.80725187248046,0.16724899524920575,0.13860117909400974
82.801111865439,0.09637060388516415,0.14140208614776684
73.38915714971266,0.24243009166354174,0.13868159591233542
77.61360530883931,0.26518228952001766,0.13977362136084553
90.17094611767455,0.37086000256592955,0.1360068059384518
70.81381970310919,0.1838140914222731,0.13992281199334153
58.84503190006746,0.21537618278385445,0.13884681773508342
64.08689454943362,0.25219878108897337,0.13601922378055104
79.9322070187969,0.285079477040825,0.1357392350396056
52.21996052389362,0.14918240728232576,0.1390755101067304
85.3910178456838,0.30507007079825016,0.1339976632403767
67.49152430860372,0.13608512554573937,0.13461822845232913
56.14137574189603,0.17398632299046385,0.1436894776872953
35.49051596809339,0.11641853919687586,0.13356336834455293
32.16525355492651,0.17370800958602425,0.13712319911840795
43.228487957158976,0.1911730249000599,0.13765681278936398
57.1482389615294,0.11010987143446264,0.13287752508252149
61.3074244854114,0.2299268701014233,0.1329541963214814
54.095919016030656,0.15158753514305928,0.14009377536361353
65.06027193320755,0.12509251947251987,0.1356918414739738
50.361929774830095,0.2023620575951732,0.13489424702301978
69.30541795098424,0.1677893162888984,0.13681444988353694
48.11128981310779,0.08298126541856844,0.13238582588167241
37.66574640454776,0.13814813192530112,0.13119643402037828
94.75113000251102,0.04456395885625128,0.13807940470050423
81.07438365114494,0.15677591903149518,0.13808416341949417
21.172950988932072,0.22145224088435195,0.12535675860879772
92.26888176173972,0.18397721465198819,0.13902811253959677
87.55016167511317,0.10139007585463666,0.13429126852584578
7.488362895162211,0.20926761339689892,0.11486275880201155
75.92123666965425,0.26167171729021804,0.13869854229759682
45.595311676436864,0.05174483796840104,0.1357894514224514
84.25502210919637,0.024919525540554585,0.13666673236377988
78.3238639376414,0.23471335856495767,0.1391908676137739
69.01741061593125,0.07066894930424125,0.13764445954894908
41.902976584826035,0.279545553585765,0.13835231291316966
30.121120697414753,0.14298167230503628,0.13069430142386868
