F1,Precision,Recall
0.1305527914630966,0.08764581124072132,0.4290510115387479
0.1311338305534581,0.0881336161187701,0.42904393016357756
0.13021427698925156,0.0873806998939556,0.4309526671509242
0.12889679681719343,0.08674443266171816,0.418655355278491
0.13143272627323738,0.08819724284199376,0.4333046097138006
0.12892156827460696,0.08646871686108192,0.4267083281576948
0.13067830871884828,0.08768822905620371,0.4296012447256674
0.13198084258926235,0.08850477200424198,0.434293324849513
0.13108657894902892,0.08784729586426328,0.4353460305524352
0.12964789547112238,0.08705196182396617,0.4248100975778211
0.13057465734785773,0.08759278897136792,0.43137337478380805
0.13076303315334184,0.08777306468716872,0.4320419998496833
0.1311797061170255,0.08792152704135732,0.43498107853797546
0.13071653411238635,0.08794273594909877,0.42277984825662496
0.13151642174697878,0.08817603393425259,0.4340178946733655
0.1310873410284661,0.08809119830328757,0.4263348699628132
0.1317275317175347,0.08839872746553555,0.432287222615618
0.12990438445477348,0.08733828207847309,0.4245176564543626
0.13127742046432736,0.08810180275715808,0.4345793684046861
0.13010657112308674,0.0872534464475082,0.4281330004669236
0.13045091875664697,0.08744432661717945,0.43040713534704156
0.13181348643894022,0.08843054082714759,0.4354417435527833
0.13053644589278265,0.08759278897136819,0.42878162708550116
0.13092184213543492,0.0877306468716863,0.43174549129586737
0.12875537438426005,0.08630965005302224,0.426071380750763
0.13017695408269495,0.0871580063626724,0.43105928248877406
0.12968366122582856,0.08705196182396631,0.4254553450919105
0.13030262052014935,0.08756097560975633,0.4294581134255424
0.13058104733679055,0.08766702014846245,0.4274802021528475
0.12934047605616988,0.08682926829268316,0.4258892978467532
0.13068904015755745,0.08785790031813373,0.4293851808754593
0.13026936911798218,0.08746553552492058,0.4300063355542048
0.12973298426277274,0.08716861081654312,0.4247006168032574
0.13085237003627417,0.08791092258748696,0.42719145430730227
0.1302814262382641,0.087539766702015,0.42874706325909023
0.12887809031921355,0.08644750795334051,0.42574328012942425
0.12973473138838298,0.08694591728526002,0.43057749829174957
0.13128996806999768,0.08810180275715812,0.433191828888087
0.13080796668962297,0.08767762460233312,0.4345081099272952
0.12903932850812,0.0866277836691413,0.42582203663746343
0.13071288381582405,0.08778366914103942,0.4302213757628072
0.13056486473222562,0.08762460233298003,0.4335810085909981
0.129649945385403,0.0870201484623542,0.42497036308106007
0.12996828112522651,0.08728525980912,0.4274451670737502
0.13043690954484377,0.08734888653234384,0.43389731134751464
0.1306760690549237,0.08759278897136817,0.43135557395596835
0.13205323724014825,0.08872746553552503,0.4313496776771895
0.12955088105262358,0.08710498409331938,0.4198948337669204
0.1300358369000782,0.08722163308589617,0.42740445303034774
0.13073443298321794,0.08784729586426314,0.4248093386709218
0.13019411192242897,0.08738069989395558,0.42740241066363627
0.13035466823639044,0.08743372216330879,0.4286615992457241
0.13177772476812158,0.08826086956521748,0.4339876945939478
0.130050632951908,0.08734888653234373,0.4251943183702783
0.13138152655226057,0.08795334040296947,0.43470352608811386
0.1297621595015393,0.08720042417815493,0.4240001804609313
0.13055459888554471,0.08763520678685063,0.4278698255414591
0.1307680323936598,0.08779427359490996,0.4294775446824545
0.1298055350366023,0.08707317073170744,0.427511442759333
0.13131450651658105,0.08814422057264057,0.42787654496782807
0.13054482789142807,0.08748674443266186,0.4293441996215993
0.1299900507844572,0.0872428419936375,0.4263050454874018
0.12796880802975644,0.08581124072110304,0.4235942822060755
0.12967812425020167,0.08710498409331925,0.42479003538409343
0.131019281658723,0.08794273594909871,0.4330452168292388
0.1298451308523266,0.08720042417815496,0.4253599758689759
0.13050160242684192,0.08743372216330877,0.4306026054780549
0.13028449596737982,0.0874655355249205,0.4252577060580977
0.12946141152820773,0.08720042417815496,0.4192129146211654
0.12950721420674993,0.08695652173913057,0.42673456801194903
0.1289648901082362,0.08659597030752941,0.42403249066644877
0.12961114802746732,0.08730646871686126,0.4184970807476628
0.13092661699015853,0.08784729586426313,0.4324367783884914
0.13166404845243548,0.0883881230116651,0.43168542337561155
0.13196765036694083,0.08857900318133638,0.43237352527694345
0.12978785723750633,0.08710498409331931,0.42804167027212653
0.1313056295203432,0.08808059384941683,0.43208818047152214
0.1298720880941099,0.08699893955461302,0.43298137843671863
0.13074427062433852,0.08760339342523873,0.4340052598778102
0.12889120415336916,0.08643690349946999,0.4209910634827485
0.1303812909043981,0.08748674443266176,0.42821787191412913
0.12950910146802794,0.08685047720042442,0.4268522894179306
0.13177017576884592,0.08833510074231182,0.4321448956909337
0.1299761199564543,0.08718981972428438,0.42359457548409163
0.13096115835714414,0.08795334040296929,0.4297925727919108
0.13057402373026095,0.0876882290562038,0.42806560280268874
0.12981642338461596,0.08725344644750825,0.42497741101334113
0.12949730705984078,0.08694591728525987,0.42327341374147404
0.12935469138563727,0.0869565217391307,0.42221469348305196
0.12856719001399175,0.08636267232237553,0.42182189328983444
0.1314701268415165,0.08818663838812323,0.43405652331773836
0.13078148479674875,0.08785790031813373,0.42791738496433307
0.1319893441484286,0.08875927889713701,0.42706302101238264
0.13062668275563227,0.08761399787910937,0.431529078693719
0.13224614589537972,0.08880169671261942,0.4309427255601898
0.13132435891513858,0.08815482502651116,0.4298965000476213
0.13042533740492984,0.08761399787910944,0.4268948538216631
0.12918279304909616,0.08661717921527057,0.42666895319776105
0.12904295903364021,0.08687168610816554,0.4181077356818035
