features,reg,weight,MRR
15.603383671557081,0.018184645242721266,94.13406414726,0.20508147829546083
79.35982369856364,0.27507617352735714,22.383989749952114,0.4432535550442082
56.92201190705803,0.05691490297589085,39.34414748561377,0.3804117151493923
95.08484063587824,0.03922570123527696,61.798908586715974,0.4555422242275567
91.31762305524006,0.26511362846225045,27.216488253084115,0.4477536249352892
17.743548877640002,0.3269610841209125,93.49105625136124,0.17871079083274394
55.756000105256774,0.07948114692300784,19.922692536962437,0.4163717984566399
58.44099180705319,0.2778535138488282,83.83487893942413,0.363218847688121
95.48630868190206,0.19411800534538842,77.16427953762455,0.435241991578185
88.02010875132594,0.17480306521749284,56.168434355242645,0.4243224375891543
53.63006420661371,0.25814447187758066,87.65325849587363,0.3247150118851541
10.42750015084946,0.27846121604116675,82.46178304171828,0.19792156049888485
22.755554377772096,0.01887488407800559,42.57483749861189,0.271270972512387
14.265318258146545,0.09859129559535054,13.70191288102134,0.44002252601448416
39.323665914170206,0.363619149250735,25.282552323487252,0.35041765278426307
75.42189515488059,0.37109993696526866,1.455997479711113,0.5970022390601893
43.141286185491076,0.3732690160636973,63.849157676666316,0.3005863126849895
9.558345085360143,0.17442250949699814,34.0675921165258,0.31293208434334735
34.65711355799508,0.3022543316139055,66.16796293146302,0.2603162644055025
48.4644521592085,0.17510030125722073,54.02168076782087,0.3340744581803604
69.7584456320888,0.12434236611566396,0.24469998473612598,0.6249750888275896
70.91063512033278,0.12476564504277608,0.12053739687203624,0.6304737814979776
70.70322863262408,0.119999636699766,3.5199058854943237,0.5347437568127432
67.31597915338408,0.13394652204454838,7.9166769347663655,0.49081667608321045
84.20102999282813,0.14369778278136264,10.909967782278104,0.45716929143360346
63.3395104016255,0.2218087585956493,0.956304236124129,0.6149885101634911
79.37346149959117,0.09004158465819112,14.892636409512034,0.4826644068190165
30.23372916385502,0.22115321886384276,32.874533786784745,0.30446097418697615
71.14301421349376,0.013200361822728879,45.728151726430795,0.40317616102561005
63.57948841188488,0.0526336124546561,5.205417659474423,0.5127029503606333
48.751590718802916,0.1460756979086476,16.649393815729024,0.40002314220039736
99.8555837153965,0.11065794703943009,0.2945666588352574,0.6025881129832006
79.03993152559076,0.06359011308185328,31.741050921110265,0.4386341467091193
83.54285517840808,0.03965183219395879,22.07717843029532,0.45277763008350375
61.738570886203966,0.2332369413837923,71.45307792791478,0.36429851307521877
73.77208106528693,0.1582166683955556,97.25875507293878,0.4175949014974205
91.64826455876556,0.07581574511501124,8.882363463484259,0.49650959231943226
67.92683651308579,0.19385764586209916,18.15805327587961,0.4492791280365727
99.08058399526601,0.11931976624352494,27.758408360781473,0.47202314692762776
52.83687103581065,0.029663283190022344,37.98225134707177,0.3507455282226466
44.29059891197717,0.254389730785689,46.467723260223515,0.319551313827896
58.017304352329724,0.3352598749636322,22.288838612098374,0.39131787610240265
87.30284713716472,0.10225919359722618,57.290589034692985,0.4478182685741021
28.28325747265338,0.07653638289101372,12.864046298480753,0.39711577641264717
93.04364826021092,0.1560576917398085,38.36006610624367,0.45639562177526405
77.66166788846583,0.1940095220012278,6.973004535548623,0.498859097816887
59.90523185815455,0.05320434429738645,25.628655356669682,0.39364739858345693
83.22098959170339,0.13124188506151283,90.43659125560315,0.4354614952558017
39.40747294580562,0.16990109286238006,69.53514196367844,0.283442670907686
54.491799799877455,0.29628047806392627,51.681435502744215,0.3598884520600772
96.54818233361539,0.2101524121938628,58.36624791828174,0.4691471176789364
67.38296265427887,0.24578072100209575,79.97334849681867,0.3922750192982989
87.6066535932248,0.08649373493432787,0.4908252558814548,0.6059120546458748
43.96643318103879,0.185433348157983,18.723725247746962,0.3899623327764681
73.69245483168916,0.02939285980488833,29.602093065907834,0.43536695448995294
23.724891220347615,0.12301231276538067,35.73719667154611,0.2817407231946418
1.1329429246976659,0.0992470117182579,41.88900550379914,0.32382239661856205
50.84272221834432,0.3980300686514842,4.431496515491933,0.5433212142644286
36.34388719598935,0.20751902793131197,10.852510869303918,0.4308719061482808
64.53916944222436,0.14364852722910426,46.21570382095642,0.37431587495811586
80.7693471876581,0.23417408475543325,61.111355113185084,0.42921674076056987
70.93111229282297,0.06344352679315989,15.743588492275506,0.45191560660218116
75.98382181294672,0.2726437111140029,74.37569919525565,0.4220266308654567
55.789081996819455,0.1582044053680961,2.8594828642230317,0.571660187484145
89.02807129212302,0.18132799612555323,21.791976375880772,0.44691926030438495
62.77188804477876,0.29618826170321755,0.5816819982620953,0.6230617486593011
60.33337984721746,0.3496795398190429,11.291415263352022,0.4542387932953101
48.02395462908147,0.29380281244494627,6.118367651704132,0.4963804582494288
65.79486803834267,0.3910043305619547,9.479158179817322,0.46263056188129514
72.47073882325206,0.3433266888717295,13.850274836260544,0.4780752409617125
69.97279556568331,0.10894979263238834,2.7397968278591396,0.5663197329498347
80.80526436686813,0.28737553541107097,29.258492174670927,0.4429662617652489
51.28830191000061,0.3215893417495701,24.20135323503508,0.39389355631885536
57.393591217339115,0.3220149275624011,19.81552334990979,0.40942716809407603
62.43649243374681,0.30557276532594857,7.4713355616928325,0.48717583575501133
84.28647582128767,0.13485984000256898,0.4384805797042446,0.626607977469154
95.24114680352267,0.16745251312394224,16.327572762850334,0.4857922323674609
85.457681951494,0.1336684879427245,4.774284951864693,0.5335657374666137
90.55020639375834,0.08287685317687687,99.26734947228972,0.441620864018876
81.12443663402965,0.038271346117736416,35.63219240557743,0.4500535929336761
98.01943994377984,0.06610810955447383,86.50300027230429,0.45204819996328405
77.9862134281291,0.11399628636536475,13.512208318242498,0.48021303571873414
75.84598779418988,0.14504278724395722,0.0877297717054617,0.6423610577197649
93.17643026868141,0.2162493753638074,26.20666349387294,0.46691515261646627
75.49078660908164,0.09335230491884444,31.58519752304801,0.44170094553856704
85.3878055311574,0.14858272230578562,49.003638674616276,0.43339785156557126
68.19982092135257,0.20144577511576384,23.990266923509097,0.44342324108396897
82.43261639264291,0.22883085958079347,42.77563143799904,0.4453031242681018
89.94715136705658,0.18695256097422264,8.999393811813782,0.49297070705692475
93.5196950504971,0.24457001427431954,0.17903855553917844,0.6006003986916669
86.11309598520955,0.12784365483358856,17.92761803079383,0.4689350319516969
76.68417276845635,0.14047477204402825,67.42830489183612,0.4224977158532451
40.3397011754898,0.10543906150321171,11.672785991598092,0.4086334345767851
46.63197396314837,0.04665062403465721,20.80666424989792,0.3873156846885421
73.56154374192444,0.014692364770431857,53.73358668883624,0.4142321166771217
65.06470200001282,0.07469191701488057,2.218024765093072,0.5743111165611433
59.318494983369405,0.15287393775234612,93.9015794769145,0.3450347650421477
97.35298989101236,0.16321547994887375,40.75414753952435,0.43450375174996764
54.50254211678783,0.20039619545284032,5.754118236380825,0.5155583562871501
79.588391811923,0.09434403793989807,15.264804973304612,0.46118114844146413
