features,learning rate,reg,MAE
65.05892693177549,0.0030046872868217207,0.014366702701499909,0.7387642111507304
79.93257542208787,0.0027398931703068634,0.017256488712001885,0.7270984936041285
46.17914382336643,0.0013574906452502914,0.030096776114971264,0.7296182906809157
27.968078552534493,0.0020192120224779447,0.03227816620290648,0.7156632680054067
56.25670120157229,0.0010648718978729986,0.034128756549306104,0.7423494937108358
35.68394463475949,0.0018032287924230322,0.038340557761609495,0.7220241601559606
49.121306213004566,0.0032792423487289345,0.028605954773207008,0.7233712645346605
25.385730932725508,0.0022419472879964602,0.027525151066206753,0.7165881535092766
91.30280965013746,0.001658374929521163,0.019600434522223105,0.7197628411909357
41.84404067597651,0.0015188606926004765,0.02532540271440194,0.7269063009273283
52.87014452967743,0.0025126734105492235,0.04324272623829857,0.7107471297653358
20.191007390266847,0.0023461460803220397,0.021523780669975717,0.7089494333886633
5.19677245563647,0.0023248744462747543,0.012764861686565725,0.7270261018563479
21.167064083811763,0.0029165996062259364,0.01809891251971411,0.7281252581150586
17.282541526677836,0.0011291420542087717,0.04150942389568348,0.7345448418783909
14.186110785319975,0.0009229631869720686,0.00748738897927146,0.7327697712510433
5.162614780976952,0.0033832429800190918,0.039765572838939,0.7091528923216543
24.113327981953937,0.0030596276251375655,0.021411903104197792,0.7315128256955687
30.34872917174843,0.0021651950458024924,0.01515281306396957,0.7207933482703875
33.57133367569923,0.0027549501174506047,0.03058483218744806,0.720524980262532
11.680246005521788,0.003965823154029483,0.04696717785591778,0.7153713812808618
8.55723076474068,0.0005363332419030026,0.03737406821962181,0.7429142863703333
15.47985816362987,0.0045701715665949355,0.025125362930945513,0.7408516369024705
83.5192442106789,0.0013793686229406335,0.026617478007863925,0.7275929537344346
97.79587580175549,0.0012767411615183576,0.022868280468497232,0.7317100397592922
21.732844424658353,0.0026787482219540137,0.03397342322727543,0.7141386652176649
38.80986944805963,0.0019393486708987988,0.03588585275273476,0.7174369617661507
