features,learning rate,reg,MRR
6.357685503917439,0.0019134457975585905,0.013038533793426184,0.22671340510467425
68.18495579919212,0.002084748934025221,0.02309082712991984,0.13118833355999673
45.36115705329773,0.0012455886168323397,0.005079901252535269,0.12909258510796504
63.95842126051561,0.0012925341208050694,0.047707146740671995,0.06914016248944768
9.853494589167136,0.0016760178319191988,0.02501345514525729,0.20780314631562563
57.80422916850815,0.004570841182012196,0.02336251552515248,0.16875155441073106
5.790523185276223,0.0012865013355417634,0.03996572815761225,0.16912161847962692
81.99424894726099,0.0016581642474230239,0.049330594369842676,0.040477457979050606
29.097293174145168,0.0039035645177096516,0.04821325987077994,0.1978194579170297
77.98508750128623,0.0008062967400552631,0.008624284020777848,0.04601297729122589
72.64517270603213,0.003821793576205141,0.020699922555076536,0.18083772425399514
17.193614387870447,0.0014099289938593186,0.021636618018962026,0.179502274805693
59.86890671368923,0.002373635225304518,0.04401696556865434,0.10485969024253464
22.336528197780577,0.0026247348958623007,0.03169255998220497,0.21987905976381217
60.52906477434907,0.004380810280580462,0.010975396238503889,0.1907761669955626
99.95756740316222,0.0029359109663397503,0.021437658262993226,0.14555396391148087
47.61369909663817,0.003687356160125483,0.03454586683866879,0.18715762499377311
46.791794314864575,0.003494697332002357,0.047629403623941996,0.1629063638458696
93.61072536278706,0.0013708949807471258,0.013719232226022539,0.03170464131463173
96.23286122435343,0.002354185252148283,0.021151852681568988,0.11256544500572918
29.93639141291913,0.003122183982990743,0.032688467961274205,0.21910131658237528
23.281656803063974,0.0006247439621716903,0.030898233156944385,0.16921400618301996
37.667527468708315,0.002663681897188011,0.014776242565116457,0.23617904626099812
31.099434695475022,0.0020591209020968523,0.016077661388010964,0.20841927623365392
38.84423900105689,0.003383943513178284,0.016831699089953547,0.21938645362654988
11.436389607085191,0.004967486470132364,0.005529108001979917,0.16574493043294938
36.504436849231794,0.0026949789151207515,0.008440523773021005,0.2271583954298375
37.448812053365856,0.002525270501791269,0.006575982649021695,0.2511023670269222
1.8584382193025633,0.0029945110882797026,0.017282536176983596,0.2013914358726335
54.9387511841375,0.0024435255858944976,0.012913854767901824,0.20977571328434866
37.62705003651676,0.0032658905215003408,0.02729083453858031,0.213548924231222
41.91655046952477,0.0020328249166082593,0.005336068222039225,0.2297996367817977
51.84106693022856,0.0043221437147782735,0.009169176671818071,0.20190249403595825
17.850930040343517,0.0010324977716058192,0.014237211411098832,0.18386437815303702
70.91086650549668,0.0016709721103763712,0.005152710044673179,0.1297618875178721
65.11489885941657,0.0018554499251948703,0.018864959450664583,0.12779243950110802
33.659758292929396,0.002224769104151706,0.025135840631517414,0.19566535925703457
52.76418120406003,0.002798412486280046,0.010859409274033748,0.23333675079207655
41.765880479509455,0.004088531663028825,0.007329228138820174,0.20848383356136044
86.27801901711376,0.0049593136864389264,0.03609988630918377,0.14852866522220792
12.959219659498114,0.003607708186621611,0.027853129653327372,0.22673990661446225
22.543663900277906,0.002585683003739094,0.018873411668509317,0.22853590040220723
6.55496741872269,0.001802257733615636,0.011270871056174532,0.2358124786919255
24.921176930658284,0.0031728202227768905,0.03957765268859331,0.2222522622304029
1.483217130948347,0.0011071756201352135,0.015317004700937296,0.17026114530585276
17.080825101855606,0.0015475558977985488,0.02568771562398671,0.1875200998329534
44.462288800680774,0.003966921404059562,0.006818632343915632,0.19966566617899031
26.996462187992183,0.0028615341749780054,0.022789361349553706,0.2192291911083002
67.15265929441419,0.002241505397855988,0.01907860444201154,0.16193679700438357
77.13821451492717,0.002565367891402394,0.011980170442768095,0.17904386169152264
58.51687700672821,0.004612011617791256,0.02975051468291795,0.17194213783775888
47.35653702796861,0.0006643326300234402,0.00966109021285426,0.14687897187080282
63.09562464463127,0.0030377647091997533,0.014351989328525945,0.21053837086424038
34.487256952489325,0.0034076467500634214,0.02327215528699949,0.21445015179130184
18.778615072798477,0.003736848637762853,0.0072371744933845145,0.1820686283059842
86.80096317848589,0.0015108112586530926,0.017745256536559246,0.04620314015126171
55.6343290794853,0.0019606512423899387,0.041973246102640145,0.10236370927989466
49.409636551480105,0.0010861847622354417,0.013040877903276179,0.1079344305346232
7.641950270560045,0.0009104571880063838,0.020146361651839764,0.16214196504872988
41.045669103011996,0.0022298231616317754,0.04549077097800153,0.14890517140192078
29.441764223548383,0.0024784516450931863,0.037196418774583226,0.17637874627738057
32.40412237983582,0.0035208614886879526,0.009879705995007058,0.19664336298138155
13.79252908711905,0.0041861402148844875,0.015305465956887015,0.19971896143341925
26.402522519172148,0.003216140324654771,0.033405979400531235,0.2027108741296475
19.59682129807141,0.0017868971102920116,0.027670712471864718,0.18364508590138584
5.805128890556691,0.0017509623231471937,0.012095618668622691,0.22844405121827283
9.691070880355316,0.002774245779118822,0.0064330214832859535,0.23754051646065386
45.16842606633166,0.0028774504549844864,0.006495952395913489,0.24435566315310106
45.11010768042916,0.003314478088726167,0.0063748053205235,0.2414366279852842
45.1498078288355,0.003342439826017723,0.008418832683730181,0.2394107284578299
55.21819515127863,0.004598999644834109,0.005218212784948108,0.1867122320518618
62.24916277194585,0.0029456995172124864,0.007888107113495989,0.2191441998917337
50.442626001995876,0.0030613032469793827,0.006168213683396013,0.21856562335772786
73.22807483306823,0.003761710151755403,0.010235262309726765,0.20431093741202183
40.44272281964336,0.0038572657704440912,0.0130684351193456,0.21379155959944843
34.88768136654391,0.0035655803005446634,0.008741613784400753,0.21570190466218753
43.721712260757435,0.002381295737751047,0.016711670399932,0.22510215827495583
59.960644361923926,0.002114280315614901,0.005161753578133647,0.21007882615410622
68.7094188479759,0.00398867965360652,0.017844044406633494,0.18600834393248694
52.749011773658765,0.0044223798415886926,0.011302120430861949,0.17938135856307813
48.82393381965953,0.004843037151271143,0.022537628305467447,0.17834651487906303
38.73649880266036,0.0028694008892447987,0.02447782275186587,0.21047422072348654
31.553880309220368,0.002527319539338003,0.019831226628962133,0.21349966046368443
35.820427365849866,0.002693909291959154,0.015954622189059246,0.2087620558575665
27.953131501388643,0.0032716918399938876,0.01380521508687736,0.19518135246534254
56.709394024677145,0.003432195040010893,0.006229292763861601,0.21610081385997923
65.52807669589534,0.001286263871400967,0.02982203767192457,0.06540858095633678
46.17267084146357,0.0036812062542014375,0.007516581094921837,0.2194131782327966
21.41619178864336,0.001925229638938819,0.02138839565299229,0.20951956323456172
42.88488126923047,0.0023597527807485497,0.049033013933028426,0.1454658912765811
76.07448833704053,0.004184485235197144,0.012159032878086926,0.18663369873673014
61.3282008871766,0.0021029698353743267,0.010405690899587521,0.178825940033966
80.8932758897345,0.0026405424312775224,0.02681735677257763,0.12954164293194395
53.213031512359954,0.0031124860014858165,0.03904329963047419,0.1540897997245062
24.52238463605961,0.0014933698659608489,0.00921026738962727,0.1878438111596271
15.134419979550707,0.0047600978933052835,0.018206888656468637,0.16088235690587832
36.7859506546241,0.0028679739894667084,0.014814223260670658,0.23232420416036045
58.3116343411905,0.00299156589432153,0.0454661979778946,0.13749996887360622
