features,lrate,reg,F1,Precision,Recall
36.53214556353606,0.0019754474339964707,0.022886059483245146,0.057643884079879526,0.03950159066808064,0.1676575778236084
21.61512657764006,0.0027449499213329036,0.03949855752942255,0.06100535500862676,0.04204665959703084,0.17248361311864477
18.588011808786877,0.0010201291457008924,0.02348935017951293,0.062149132970608,0.04339342523860024,0.16994301315515423
82.18689874926794,0.0016570101745883989,0.04685368330032867,0.034584199539536065,0.023997879109225895,0.09982088914742071
19.871403497950038,0.0033032559439832763,0.026436739683491823,0.062071880476625936,0.042767762460233366,0.17731195730285118
28.40855956646247,0.004911406890779835,0.046734083721311166,0.05843817526237606,0.040254506892894996,0.16320900545083303
31.61073087596407,0.0023549879744038243,0.016307388964381414,0.061357959478732925,0.04216330858960761,0.17069904183175366
9.511430956343908,0.003962396798300327,0.04118212634469549,0.06995259014454837,0.047995758218451666,0.20371120161107809
89.38308870511199,0.004308294064028219,0.04094937112459667,0.048236031767400794,0.03300106044538713,0.14025722875349883
26.773238047835342,0.00313325866711259,0.049735688715973524,0.05717865879520706,0.03959703075291629,0.1588612934012904
38.549335306346514,0.002750127280984906,0.04290068293025593,0.05752865514671783,0.03954400848356319,0.16368898546259575
49.77065965723068,0.004312991857977851,0.01762753925365531,0.05563821403660623,0.03804878048780496,0.16548989330136224
38.69643808751872,0.0021280778343195795,0.03593724898467611,0.05513264451556264,0.03814422057264054,0.15309550471992459
2.091638568217225,0.0043492106804848074,0.039564486550196544,0.07391330210553083,0.050021208907741296,0.22864791513406446
80.61130571947098,0.004239641002298662,0.020015689300851045,0.05283633382772373,0.03598091198303294,0.1561456985233011
34.87996171318729,0.003725483597339078,0.04945845013910545,0.05893562004236995,0.04043478260869571,0.16663684210585475
58.05371438876251,0.0008436093377615459,0.043951067466500286,0.04104651465029008,0.027720042417815536,0.1252780800002531
12.951157466451157,0.0033385459320343608,0.025274839388460892,0.0692351631575394,0.04757158006362677,0.19974938552897686
35.93680238760407,0.003071809396408521,0.015816602076649613,0.06261654323462494,0.04294803817603401,0.17949682909641176
36.625936955799254,0.0008574199986903661,0.014405403181072626,0.054573106996618076,0.03811240721102871,0.1426137423848661
5.015354304277254,0.0049257329776644385,0.0064129367044031965,0.0677819979117101,0.04621420996818669,0.20302484635796292
2.5986130101077327,0.003767327139084756,0.03251582724367195,0.0756753202554748,0.051314952279957665,0.23000003319041182
1.36749484591621,0.004650634156451938,0.031911405941613624,0.07358156413108831,0.04987274655355258,0.22284110972417326
63.90766015871067,0.0037529616563071145,0.03150588419973557,0.05366514372434597,0.03676564156945927,0.15419967915925395
2.3020549000167723,0.0047171842356318995,0.03538294140826682,0.07308190362353105,0.04941675503711564,0.22331712817443777
