features,learning rate,reg,nDCG
4.226608873812975,0.0045897130586514834,0.027921548719885822,0.13734923369229282
45.198835280784486,0.004488409236653506,0.016684050085984743,0.11486893175630614
33.72114640702098,0.002041859193444821,0.03929804707076872,0.10477126306641475
50.20292969606549,0.0008730668379908636,0.03301900485188898,0.08352456530819795
45.58896635866637,0.0029684341442668613,0.01983747184213329,0.12163591071202293
56.506657855556924,0.0044964495746780755,0.017185312316459367,0.11503497076515001
56.675135235918695,0.0045583288214341555,0.016765505428648627,0.10996328004148524
19.11582239658741,0.004141461340851733,0.042703335860087115,0.118423837401563
32.099580917180965,0.004212123282013491,0.010983183397018769,0.12086667960062569
55.75163237603822,0.0015395429388876261,0.013526155971415744,0.0881324502591457
83.00128858143293,0.001397743551002638,0.03581339593885247,0.04955483772778872
29.766083185838045,0.0008373324232402032,0.04845594745348184,0.10793360908325787
6.02716638165558,0.0048008130481360396,0.015237350908506097,0.13307118224818412
40.98207849250459,0.004864103368505282,0.01395420783809213,0.1102477644083171
9.477388429694834,0.0013871503961915758,0.03089534968339253,0.12186818063855086
72.95715841662258,0.0030101019977309654,0.021691050977652806,0.10488454683841401
66.9590893452258,0.004139493773828095,0.04761879165069849,0.09354498582036415
96.65470040277474,0.003698488281092555,0.008749602898145229,0.10903002362271264
61.754021213012564,0.002703129889470357,0.020437666085355452,0.11192580890364497
45.3083476913955,0.0036070997634362503,0.025510895235131236,0.11521427381082339
1.1498967895884853,0.004997559052457535,0.027600690341210436,0.1424458240346997
17.14752806672017,0.0035848388185348024,0.026211413605897547,0.11857972049921427
1.8128128013436728,0.004870993955598205,0.031041610440006476,0.14544083228481716
1.2487973931128147,0.004985244892260064,0.036142607271009396,0.13853598335064948
18.433419135170023,0.004990941535596746,0.044338036932832094,0.11024938595805611
11.851089831530057,0.0023747239314435985,0.029905863329627327,0.13932207033710026
24.291808026271728,0.0038134438425628326,0.023496583020308468,0.11233269378462082
1.8937671411513026,0.0031777305805136178,0.005526932792206781,0.14452941989230947
99.89028533445627,0.0031865386119152767,0.006578654643962566,0.10246353173815921
1.4273765609461093,0.002109824833442622,0.03901596280350149,0.14380692924959038
9.78906734398831,0.003363408929340601,0.033703891219184046,0.1410430831152727
25.330485723239157,0.0025212921726061595,0.04053520399817718,0.11621292936769022
37.05687513125048,0.0016498759237965576,0.005369802642700708,0.11265680714627292
92.20919577350077,0.0039074338556694295,0.03017383468621639,0.08882372002806521
13.552845076576446,0.0018987482866601219,0.023878375083522346,0.13068794711884982
25.589426729214424,0.0006262175668979978,0.035760713596878935,0.1083303142289775
5.169095115568091,0.003394171778137135,0.018878564944639235,0.14114767320826155
39.15095133077969,0.004456428371996475,0.010868013364451388,0.11545492540459122
82.69895050628205,0.002767490362497839,0.045614240151182206,0.06873465666722618
49.40291582248955,0.004417847431720214,0.0337138461279617,0.11011877333059424
22.26690310816808,0.004696759269422553,0.038426055308674725,0.10776709108509938
30.200030752830177,0.0011050771820931646,0.031474572566313336,0.10343993097835638
15.578332045391383,0.0022683944503521696,0.018173637167643135,0.13093652883124357
7.026883914157118,0.004060178697265147,0.04183557892776803,0.1374578572787155
21.13309874376849,0.0018448806529368096,0.028551041119706945,0.11599911088240777
36.852805170143654,0.004280964575004502,0.015461974126919076,0.11648747364923755
52.28448302046975,0.0029633627243074393,0.01176010325480771,0.12540098951040876
28.24173029814009,0.00329400864264516,0.021704625481820883,0.11609137302143425
70.61176687429574,0.0011895771373117959,0.049817686444668705,0.05610065968985007
84.70264248898022,0.004712840230920836,0.0075099180769897245,0.10210071756028632
61.600795058350386,0.002727363426677281,0.026008852299773063,0.10488430983661057
