0,1,2,3,4
0.06035229,0.062004818,0.060966324,0.060027368,0.062562114
0.064722614,0.06462063,0.064786597,0.064794981,0.062634067
0.066097969,0.065499379,0.064555358,0.064676626,0.06481965
0.066174008,0.065204192,0.067061432,0.064583656,0.066747114
0.065759744,0.066130382,0.066555916,0.066164226,0.06706508
0.066526497,0.066885327,0.065702067,0.067014169,0.066321044
0.065588975,0.065580511,0.06462809,0.064907449,0.066148284
0.065747797,0.064131805,0.065960889,0.066308546,0.064603424
0.066491348,0.064877847,0.065959874,0.065764158,0.065170879
0.066174607,0.064466092,0.06584054,0.066003114,0.066896812
0.067019534,0.065983352,0.066716916,0.066182508,0.063948774
0.066004691,0.065290676,0.066095923,0.063879259,0.067095012
0.064110575,0.064523756,0.065305278,0.064651052,0.064636574
0.065425007,0.065302855,0.064017004,0.065329827,0.065076589
0.064503512,0.066271836,0.064945233,0.064739195,0.064458493
0.065241565,0.063976842,0.063984392,0.064918408,0.065776865
0.063994367,0.063624677,0.06582661,0.065347703,0.065100111
0.065135015,0.065126551,0.064157417,0.063780649,0.06480698
0.064707251,0.062471645,0.064035127,0.063590922,0.063841293
0.063556019,0.064364748,0.064141787,0.064053201,0.065013226
