0,1,2,3,4
0.09575244502311171,0.0939087998480838,0.09561030681880647,0.09652534217698491,0.09691015859226992
0.09939098890832111,0.10042882172202214,0.0960331964160745,0.09855154325547812,0.10193508340863318
0.09938079529570769,0.10227666013823278,0.10079418953617195,0.10170207310036891,0.09905157760239788
0.10175915706047828,0.09919520207135239,0.10208280744507688,0.09865227229186896,0.10128108974151671
0.097324902357639,0.09870687787100176,0.09728119344655423,0.09989206184336641,0.10215988896677572
0.09791255083390028,0.0985375615704241,0.10047308756133082,0.09686882316651795,0.09635985023965239
0.09721999970260647,0.0970740671855638,0.09965573764622204,0.09368327531296729,0.09817760635795168
0.0978292909520108,0.09769108398800017,0.09428369985093754,0.09964324292430583,0.0983251558681266
0.09656483978848361,0.0968789672115102,0.0966780285776395,0.09961528050904182,0.10015583048122853
0.09551701210670227,0.0954024048622448,0.09466876423307001,0.09676843235786539,0.09316508224755962
0.09532791264073484,0.09602494700383003,0.09598398676375432,0.09293736515024734,0.09553432413974328
0.09548964892950565,0.09252397575404256,0.09285445639838551,0.09498634942337038,0.09822895930491139
0.094969980986953,0.09494712312223717,0.09305260758692577,0.09527947380052236,0.09698943829956573
0.09452558192882607,0.09447446954075704,0.09744568330588867,0.09417558759114981,0.09566043063180565
0.09618204886614712,0.09514991527990609,0.09319575984188266,0.09355876779516,0.09744059509866651
0.0892254234381995,0.09491602385881322,0.09345568095815361,0.0930857581575545,0.09466745444274427
0.09140103017608203,0.09398969364154278,0.09510662277386456,0.09316493932245858,0.09342368297923383
0.09351160527057314,0.09341244791525063,0.09306853001235106,0.09274487597224515,0.09263165474261403
0.09657536591182989,0.09279500434373521,0.09604592626282132,0.09266708623309075,0.09497119134620402
0.09310698688673925,0.09467310567067397,0.09227453737123681,0.09117890569224542,0.093109672844
