0,1,2,3,4
0.9389802968480446,0.9351679629569529,0.942390846532345,0.9457746119828855,0.9366116272428106
0.9106462993595875,0.9114011858286437,0.9161867373147325,0.9111657877599757,0.9076236028249354
0.8985742076438792,0.8954121949592757,0.9056111301171927,0.8975058084543016,0.9107984500937811
0.9086202375372419,0.9018774568866984,0.8990215717226916,0.9088701851507937,0.9007747781887754
0.903060997468683,0.9040244817014734,0.8948904913855268,0.9015874630898096,0.9031558142239299
0.9021276932073575,0.9021298486119215,0.8921567663255985,0.8979192325280292,0.9033906504930705
0.9047675912303139,0.9067388357520851,0.9063810943426134,0.9034606318438403,0.903118281414978
0.9029583638078291,0.9075205336360049,0.9045169219946426,0.904365856354271,0.9054399746793502
0.9141288674576477,0.9038240621805725,0.9029628983004757,0.9088377435509123,0.9081524299982388
0.901709278992623,0.9033122181186477,0.905226621267424,0.9020497604792019,0.9081399385958523
0.9086301661096772,0.9034307415638507,0.9048346534062072,0.9044643829113652,0.9095302198982386
0.9107864583735686,0.9075786036938046,0.9063289988199615,0.905703475165429,0.9084491730853624
0.9106614204326572,0.9129899467521326,0.9134882745256313,0.9085631504173103,0.9095814478294347
0.9064458752225486,0.9078827900003721,0.9055344011599368,0.9030077997549901,0.9161911706051056
0.9061018137064561,0.9107588969332334,0.9109595675644429,0.9084262730002701,0.9095686310425225
0.914183896428916,0.9082714303172329,0.915931366615338,0.9091068629776182,0.9028492368603117
0.9072834994995547,0.908549755632131,0.9095902574031979,0.9091950902730117,0.9077856168393162
0.9025908506593622,0.9107812755059196,0.9081098816821284,0.9106799473240823,0.9053356706711143
0.9136615267484554,0.919187189183554,0.9085570232133441,0.9103619451568963,0.9082468297723365
0.9125142860100673,0.9059476975482511,0.9137334205339283,0.9147670399399896,0.9066845676365446
