0,1,2,3,4
0.037168610816543,0.03810180275715809,0.037486744432661825,0.0370413573700955,0.038547189819724346
0.040000000000000084,0.039692470837751855,0.039925768822905675,0.03996818663838817,0.038621420996818735
0.04075291622481446,0.04036055143160134,0.04004241781548253,0.039957582184517504,0.040000000000000056
0.04075291622481449,0.040328738069989455,0.04134676564156949,0.03994697773064693,0.04127253446447509
0.040615058324496356,0.04078472958642638,0.04100742311770948,0.04092258748674448,0.04151643690349947
0.04106044538706264,0.04144220572640511,0.040519618239660694,0.04144220572640517,0.04103923647932136
0.04061505832449635,0.04069989395546144,0.0400318133616119,0.040254506892895024,0.040890774125132694
0.040583244962884506,0.0397879109225875,0.04079533404029698,0.041049840933192014,0.03989395546129385
0.04109225874867449,0.04011664899257693,0.040710498409332004,0.04081654294803823,0.04030752916224822
0.04081654294803822,0.039957582184517566,0.04078472958642634,0.04073170731707316,0.04146341463414642
0.04138918345705195,0.040901378579003264,0.04146341463414637,0.04100742311770951,0.03965005302226943
0.04078472958642636,0.040233297985153876,0.04084835630965006,0.03954400848356319,0.041516436903499515
0.03970307529162255,0.04003181336161197,0.04036055143160131,0.03998939554612945,0.04016967126193005
0.04039236479321325,0.04026511134676569,0.03968186638388127,0.04039236479321326,0.040243902439024405
0.03965005302226941,0.04086956521739139,0.04011664899257687,0.04020148462354194,0.03998939554612941
0.040275715800636255,0.03962884411452815,0.039597030752916325,0.04024390243902446,0.04062566277836694
0.039490986214210044,0.03927889713679755,0.04038176033934257,0.04026511134676575,0.04015906680805945
0.040265111346765706,0.04018027571580072,0.03963944856839879,0.0393637327677625,0.03998939554612945
0.039862142099681905,0.038504772004241856,0.03958642629904564,0.03938494167550376,0.039321314952279994
0.03932131495228002,0.03958642629904566,0.039703075291622536,0.03978791092258757,0.040137857900318194
