neighbours,F1,Precision,Recall
39.46345784754656,0.05944853244780545,0.040540827147401974,0.17411361338793324
21.379652900835453,0.058654464138543715,0.040116648992576984,0.1707024534476602
16.37984643327428,0.06033767397758509,0.0411452810180276,0.17739426325346164
33.95941197586648,0.06058317543229332,0.041399787910922664,0.1760237915823995
48.30773432628196,0.05902723043809969,0.040392364793213203,0.17109774409390624
45.30190354269617,0.05952700210728131,0.04069989395546133,0.17334432588027174
24.603637271892346,0.06036494792873755,0.04134676564156945,0.1752585766639241
27.94412604115162,0.05923072233353485,0.04055143160127262,0.1702565206430713
32.38854515760912,0.06016020869994181,0.04124072110286328,0.17482245437724953
2.8473747997372243,0.048040236834787774,0.03283138918345715,0.14504912635566528
9.149037150848702,0.05845642673114346,0.03976670201484628,0.1741359854109086
36.37779949569818,0.05915313642956961,0.0405302226935313,0.17000861080067003
41.85876445139485,0.060089218937468776,0.04099681866383886,0.17646299499263324
21.75257039310527,0.05870049796760945,0.04019088016967135,0.16867588494686778
44.973140445251225,0.05813508152020492,0.039724284199363816,0.16919848524676098
39.270519713270836,0.05902777686694696,0.04047720042417824,0.17044791717068708
19.417700356047717,0.05864981686991394,0.04014846235418882,0.16920420937007669
25.895633232722144,0.059340672348045485,0.0407529162248145,0.16748196420846262
30.507329193143743,0.06035751508743271,0.041346765641569486,0.1760602806076693
15.702831795727258,0.05796674154328451,0.039724284199363795,0.16582967870932203
11.183237140603179,0.059156046471473364,0.04042417815482505,0.1741271350001904
27.630863741853492,0.0584191653922818,0.039978791092258784,0.1687719527249841
18.528166693186883,0.059151059051600445,0.040455991516437,0.17173380363294038
34.01574188241756,0.06016721720765093,0.0411876988335101,0.1745101045632798
23.93073624390736,0.060448720210192715,0.041251325556733845,0.17546026649355995
29.118522639983095,0.059740906347977164,0.04080593849416754,0.17592688321002342
36.929975409145044,0.05863625139664684,0.04005302226935318,0.1704878096276581
46.8667230406078,0.059094849925128826,0.0405514316012726,0.16926137635024324
31.123122702082014,0.058486807164807204,0.040159066808059425,0.16605613790229554
20.163610157637592,0.06058852363759929,0.04138918345705198,0.17455567230567162
40.286998988533504,0.060255800888095554,0.04119830328738073,0.17759903464983418
22.652521703881156,0.059102490767101744,0.040530222693531355,0.16875536321130008
35.201579058578325,0.05949603346700065,0.04071049840933195,0.17213055160418544
17.409041943611143,0.058621347015286616,0.04008483563096502,0.16953750633516576
5.750218824635613,0.055818697129862135,0.03790031813361618,0.17004839612196274
27.086859446246645,0.05965068923555277,0.040795334040297,0.17322726479387426
14.508530456936038,0.0589122268922495,0.0402757158006363,0.17167969777751446
28.948345095680516,0.05973763954190121,0.04092258748674446,0.17251909410839683
38.116342513252256,0.05965995572835582,0.040869565217391386,0.17137986969566177
32.949415498561834,0.05935606528627711,0.04062566277836694,0.1707465406529192
43.61933752928672,0.0589906465866138,0.04031813361611882,0.17082895388903654
24.946924793013874,0.0601243563218426,0.04129374337221639,0.17183047225670645
49.29675693061074,0.05888553826408402,0.040180275715800656,0.17283067268275928
22.37474757138822,0.05812476982709031,0.03983032873807003,0.1667149229687202
37.24425965418398,0.05898465020614523,0.04039236479321323,0.16989000094860982
41.96942674458991,0.060525809892845686,0.04136797454931071,0.17532283092996032
32.091535475782294,0.05939938296330905,0.04065747613997876,0.17061709637908676
39.96556243436881,0.058862412001815224,0.04028632025450698,0.16830547219576117
34.49592375601841,0.0589041351300514,0.04028632025450693,0.17048785339227895
48.014765185100906,0.05966824350624867,0.040890774125132555,0.17132896444634577
12.292303873812054,0.0581781243167028,0.03985153764581131,0.16860768774196588
30.107566269693265,0.05919057838425482,0.040572640509013845,0.17168275592078902
