neighbours,F1,Precision,Recall
8.239710799257978,0.05731716329029847,0.039215270413573734,0.16671394741772194
31.748273995731754,0.06022051597296333,0.04118769883351015,0.17246361896323287
40.43299652457653,0.05928796587702535,0.04060445387062568,0.16944668187862819
18.37910385401046,0.057816329604882734,0.03938494167550376,0.16723529069289209
41.36356371060746,0.06123127225476584,0.04191940615058328,0.1749616427075043
16.656868655952074,0.05954753045311212,0.040805938494167596,0.1713063084974792
47.521473879797625,0.05961430630987165,0.04084835630965007,0.1720985539449054
19.996309470233975,0.0596138982185016,0.0408059384941676,0.169748349863445
22.754209784874615,0.05938871009866694,0.04051961823966072,0.1748109717996292
34.84547640769138,0.05934329553521805,0.04049840933191949,0.17454433478593795
21.227874516498503,0.05891452135198744,0.04020148462354193,0.17364150765993325
25.629471230674657,0.059500593816403505,0.04075291622481444,0.1701016907623476
25.048982412773,0.059642937906501374,0.04079533404029698,0.17093546584633132
33.30409037638685,0.0595455278586688,0.04069989395546129,0.17240923611053244
20.351559285635233,0.06042025537953283,0.04126193001060448,0.17585784747292998
26.858744281235733,0.06076379210333783,0.04159066808059388,0.17533201956850877
12.188229053145296,0.05780734291751904,0.039586426299045734,0.16778606404804075
34.79280410954505,0.058351436770972875,0.03997879109225883,0.1693048999318285
5.662959594933864,0.05462577682910003,0.037189819724284326,0.16441357368807977
23.210277438489417,0.05830230068113562,0.03995758218451759,0.16786786533754394
49.136452047513544,0.0587724588742542,0.040233297985153835,0.16815318114269778
44.02528206260787,0.058774208316697434,0.0401484623541888,0.17105554243546336
40.82839359739145,0.0597266610801084,0.04112407211028639,0.17134256305988566
29.483415156068123,0.05943516315027853,0.04065747613997883,0.17272767166318043
38.29912684244958,0.06025328174154451,0.04129374337221646,0.17410502703857203
29.252130776274548,0.06158308741340364,0.04212089077412514,0.17804163049986918
45.61360888914429,0.05939199561595928,0.040540827147401974,0.17237708184951364
37.88216662778804,0.05875488316910138,0.04031813361611885,0.17090170362277068
13.172402669377195,0.05885177398851421,0.04028632025450696,0.17086731702824404
29.229039148083903,0.059919170519748786,0.040965005302226944,0.17305533986163696
43.30054366774034,0.05881986740326041,0.040371155885471986,0.16836729748074494
30.45645201628786,0.058536596814377825,0.04010604453870636,0.17000006637254286
38.04217817240492,0.05931237516013301,0.04062566277836699,0.17170713625885303
14.336837012107893,0.059294835827750234,0.040604453870625716,0.1744732180748943
41.460721556203644,0.0588773864945836,0.04036055143160134,0.16787243233180843
36.0217087765748,0.059431556768389064,0.040572640509013824,0.17506850680832403
9.076228983792134,0.05799412528759633,0.039618239660657556,0.1676460096390016
1.4656184561019892,0.046838686240080314,0.031866383881230205,0.14390180924021084
49.715449006622165,0.05890534110176717,0.04031813361611882,0.17015677745887395
46.77888564466852,0.05926090223909079,0.0406362672322376,0.170179950163508
32.63201088064684,0.05921550481252908,0.04044538706256636,0.17134308357334382
17.940460439886536,0.058139179071924896,0.03983032873807005,0.1690574814372244
26.449622502745413,0.05939415562643143,0.04069989395546134,0.1697468404598214
27.926567506372358,0.05826053132403988,0.03980911983032874,0.16914607006931331
31.340659899599792,0.057980890525026675,0.039819724284199394,0.16424096230185617
23.600015014587882,0.058840097768236115,0.04020148462354195,0.1699881680623409
35.958141359904594,0.0584139521297219,0.040095440084835655,0.16913557772729093
42.926255301739054,0.05882921247010585,0.04023329798515377,0.1702203546435205
